image_name,astrocyte,area,perimeter,num_projections,avg_projection_length,max_projection_length,circularity,neighbors,length_width_ratio,fractal_dim,total_branch_length,avg_branch_length,max_branch_length,num_nodes,num_edges,avg_euclidean_dist,mask
r04c02f01p01-ch1sk1fk1fl1.tiff,1,125,43.21320283412933,0,0.0,0.0,0.8411761775445115,3,1.3333333333333333,0.0,9.65685424949238,9.65685424949238,9.65685424949238,2,1,8.94427190999916,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
r04c02f01p01-ch1sk1fk1fl1.tiff,2,143,72.87005722522736,0,0.0,0.0,0.33841350056947633,1,2.1666666666666665,0.0,16.656854249492383,16.656854249492383,16.656854249492383,2,1,13.601470508735444,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
r04c02f01p01-ch1sk1fk1fl1.tiff,3,96,36.14213538169861,0,0.0,0.0,0.9235352582287333,4,1.3,0.0,0.0,0.0,0.0,0,0,0.0,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
r04c02f01p01-ch1sk1fk1fl1.tiff,4,70,36.627416491508484,0,0.0,0.0,0.6556851235351391,2,1.6666666666666667,0.0,9.242640687119284,9.242640687119284,9.242640687119284,2,1,8.54400374531753,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
r04c02f01p01-ch1sk1fk1fl1.tiff,5,43,22.14213526248932,0,0.0,0.0,1.102146486875325,1,1.2857142857142858,0.0,0.0,0.0,0.0,0,0,0.0,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
r04c02f01p01-ch1sk1fk1fl1.tiff,6,159,51.455843567848206,0,0.0,0.0,0.7546361113169571,4,1.3846153846153846,0.0,7.82842712474619,7.82842712474619,7.82842712474619,2,1,7.280109889280518,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
r04c02f01p01-ch1sk1fk1fl1.tiff,7,118,48.28427064418793,0,0.0,0.0,0.636034275547619,5,1.2857142857142858,0.0,14.313708498984763,14.313708498984763,14.313708498984763,2,1,13.601470508735444,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
r04c02f01p01-ch1sk1fk1fl1.tiff,8,72,34.97056245803833,0,0.0,0.0,0.7398388372977943,2,1.3,0.0,11.071067811865476,11.071067811865476,11.071067811865476,2,1,10.295630140987,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
r04c02f01p01-ch1sk1fk1fl1.tiff,9,75,38.62741661071777,0,0.0,0.0,0.6316547991330135,2,2.0,0.0,7.82842712474619,7.82842712474619,7.82842712474619,2,1,7.280109889280518,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
r04c02f01p01-ch1sk1fk1fl1.tiff,10,65,31.79898953437805,0,0.0,0.0,0.8077864819453815,1,1.2,0.0,6.242640687119286,6.242640687119286,6.242640687119286,2,1,5.830951894845301,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
