image_name,component,area,perimeter,num_projections,num_projections_v2,projection_lengths,avg_projection_length,max_projection_length,circularity,neighbors,length_width_ratio,fractal_dim,mask
r02c06f06p01-ch1sk1fk1fl1.tiff,142,185,70.7695517539978,0,0,[],0.0,0.0,0.46418243534701725,2,1.1111111111111112,0.0,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
r02c06f06p01-ch1sk1fk1fl1.tiff,143,104,44.041630029678345,0,0,[],0.0,0.0,0.6737773922456516,1,2.25,0.0,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
r02c06f06p01-ch1sk1fk1fl1.tiff,144,117,60.18376541137695,0,0,[],0.0,0.0,0.40591678841891554,1,1.3333333333333333,0.0,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
r02c06f06p01-ch1sk1fk1fl1.tiff,145,187,86.56854116916656,0,0,[],0.0,0.0,0.31356766545443504,1,1.2352941176470589,0.0,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
r02c06f06p01-ch1sk1fk1fl1.tiff,146,58,30.97056245803833,0,0,[],0.0,0.0,0.7598706535442462,0,1.375,0.0,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
r02c06f06p01-ch1sk1fk1fl1.tiff,147,93,52.5269113779068,0,0,[],0.0,0.0,0.4235737941612671,1,1.5,0.0,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
r02c06f06p01-ch1sk1fk1fl1.tiff,148,32,18.485281229019165,0,0,[],0.0,0.0,1.176813706398625,0,1.1666666666666667,0.0,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
r02c06f06p01-ch1sk1fk1fl1.tiff,149,68,45.6984840631485,0,0,[],0.0,0.0,0.40918074567776563,1,1.0833333333333333,0.0,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
r02c06f06p01-ch1sk1fk1fl1.tiff,150,35,19.656854152679443,0,0,[],0.0,0.0,1.1382820246070862,1,1.6,0.0,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
r02c06f06p01-ch1sk1fk1fl1.tiff,151,40,20.485281229019165,0,0,[],0.0,0.0,1.19780464909938,2,1.3333333333333333,0.0,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
r02c06f06p01-ch1sk1fk1fl1.tiff,152,99,55.94112491607666,0,0,[],0.0,0.0,0.3975416793376222,2,1.3076923076923077,0.0,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
r02c06f06p01-ch1sk1fk1fl1.tiff,153,11,13.313708186149597,0,0,[],0.0,0.0,0.7798381580790265,2,1.5,0.0,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
r02c06f06p01-ch1sk1fk1fl1.tiff,154,62,31.55634891986847,0,0,[],0.0,0.0,0.7823985819829706,3,1.1111111111111112,0.0,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
r02c06f06p01-ch1sk1fk1fl1.tiff,155,60,39.455843448638916,0,0,[],0.0,0.0,0.4843267439330525,3,1.5555555555555556,0.0,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
r02c06f06p01-ch1sk1fk1fl1.tiff,156,30,17.071067690849304,0,0,[],0.0,0.0,1.2936290210273302,0,1.0,0.0,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
r02c06f06p01-ch1sk1fk1fl1.tiff,157,128,46.627416491508484,0,0,[],0.0,0.0,0.7398388410807902,3,1.3076923076923077,0.0,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
r02c06f06p01-ch1sk1fk1fl1.tiff,158,77,34.72792172431946,0,0,[],0.0,0.0,0.802311470553124,3,2.142857142857143,0.0,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
r02c06f06p01-ch1sk1fk1fl1.tiff,159,27,16.485281229019165,0,0,[],0.0,0.0,1.2484780391979873,0,1.4,0.0,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
r02c06f06p01-ch1sk1fk1fl1.tiff,160,129,47.11269760131836,0,0,[],0.0,0.0,0.7303375500921914,2,1.4166666666666667,0.0,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
r02c06f06p01-ch1sk1fk1fl1.tiff,161,105,52.870057225227356,0,0,[],0.0,0.0,0.47204087002034345,3,1.8,0.0,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
r02c06f06p01-ch1sk1fk1fl1.tiff,162,87,47.11269783973694,0,0,[],0.0,0.0,0.4925532264722934,1,1.25,0.0,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
r02c06f06p01-ch1sk1fk1fl1.tiff,163,54,35.79898941516876,0,0,[],0.0,0.0,0.529495276198516,3,1.2222222222222223,0.0,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
r02c06f06p01-ch1sk1fk1fl1.tiff,164,32,19.071067690849304,0,0,[],0.0,0.0,1.1056300325727422,0,1.1666666666666667,0.0,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
