num_branches,branch_lengths,skeleton_length,most_branches,analyzed,average_roundness,average_area,a_ratio,average_perimeter,largest_perimeter,thickness,branch_density,average_branches,average_circularity,roundness_variance,average_fractal_dim,average_num_projections,num_neighbors,proj_length,most_neighbors,most_projections,image_filename
17.303,17.303,180.293,63,50,7.764,1414.280,0.160,360.247,2283.346443295479,7.844,0.058,10.420,0.470,95.970,0.297,3.240,2.040,57.623,6,16,r02c08f08p01-ch2sk1fk1fl1.tiff
19.932,19.932,357.914,96,23,11.236,3251.478,0.173,658.503,3466.068438887596,9.085,0.050,17.957,0.283,184.705,0.066,6.000,1.043,108.571,3,37,r04c07f09p01-ch2sk1fk1fl1.tiff
16.875,16.875,250.102,184,39,7.157,2401.385,0.053,430.831,6234.139834880829,9.602,0.059,14.821,0.475,186.128,0.574,5.333,2.795,89.349,8,65,r04c09f04p01-ch2sk1fk1fl1.tiff
19.379,19.379,286.130,96,34,9.212,2593.706,0.135,532.767,3257.1739914417267,9.065,0.052,14.765,0.573,111.787,0.179,5.471,2.294,101.632,6,38,r02c06f05p01-ch2sk1fk1fl1.tiff
17.870,17.870,209.714,50,34,8.998,1675.441,0.197,418.059,1803.8662147521973,7.989,0.056,11.735,0.461,67.732,0.131,3.735,1.706,67.820,3,16,r02c08f07p01-ch2sk1fk1fl1.tiff
17.556,17.556,128.234,54,46,6.249,1025.370,0.116,267.165,1788.0916113853457,7.996,0.057,7.304,0.642,64.807,0.377,2.413,1.696,49.967,6,22,r04c07f06p01-ch2sk1fk1fl1.tiff
16.428,16.428,202.156,65,36,8.144,1723.556,0.195,398.654,1845.0550315380096,8.526,0.061,12.306,0.276,44.541,0.582,3.944,1.167,79.073,3,26,r03c10f03p01-ch2sk1fk1fl1.tiff
16.423,16.423,183.119,99,40,6.078,1561.600,0.099,322.671,2409.4195976257324,8.528,0.061,11.150,0.412,30.948,0.400,3.550,0.950,68.701,3,41,r02c07f02p01-ch2sk1fk1fl1.tiff
21.165,21.165,140.127,26,29,7.425,1067.966,0.235,303.507,1023.6610287427902,7.621,0.047,6.621,0.358,41.407,0.573,2.103,0.897,50.642,2,9,r03c04f08p01-ch2sk1fk1fl1.tiff
15.730,15.730,142.669,53,43,6.170,1101.233,0.122,277.233,1618.3931292295456,7.719,0.064,9.070,0.385,22.230,0.464,2.930,0.628,58.337,2,21,r04c08f03p01-ch2sk1fk1fl1.tiff
20.443,20.443,103.969,42,35,5.898,804.514,0.146,232.724,1337.8519344329834,7.738,0.049,5.086,0.518,43.692,0.418,1.629,0.857,35.631,3,11,r03c02f04p01-ch2sk1fk1fl1.tiff
17.647,17.647,151.957,40,36,7.376,1109.444,0.133,305.179,1748.97891163826,7.301,0.057,8.611,0.391,47.251,0.627,2.528,1.694,62.584,5,16,r03c05f05p01-ch2sk1fk1fl1.tiff
12.557,12.557,66.503,23,27,4.530,484.370,0.227,160.434,632.3990560770035,7.283,0.080,5.296,0.591,26.382,0.622,1.481,1.926,30.293,5,6,r03c10f06p01-ch2sk1fk1fl1.tiff
15.182,15.182,175.436,46,36,6.961,1539.667,0.152,343.556,1520.486491441727,8.776,0.066,11.556,0.681,35.609,0.289,3.389,1.611,62.281,5,18,r04c07f03p01-ch2sk1fk1fl1.tiff
20.651,20.651,168.898,57,28,8.521,1307.321,0.093,353.779,2857.4195981025696,7.740,0.048,8.179,0.434,73.172,0.826,3.000,1.036,68.170,5,22,r03c03f09p01-ch2sk1fk1fl1.tiff
18.133,18.133,164.333,40,32,6.522,1448.531,0.134,330.976,1823.2560422420504,8.815,0.055,9.062,0.862,62.636,0.216,2.688,2.125,69.081,8,17,r02c08f02p01-ch2sk1fk1fl1.tiff
18.074,18.074,146.232,54,33,8.386,1058.121,0.144,317.657,1677.197166800499,7.236,0.055,8.091,0.281,58.758,0.616,2.424,1.091,60.084,4,15,r03c02f01p01-ch2sk1fk1fl1.tiff
17.489,17.489,233.752,106,41,7.904,2162.366,0.097,423.734,3098.7475867271423,9.251,0.057,13.366,0.543,68.277,0.428,4.707,1.976,89.069,8,39,r04c08f06p01-ch2sk1fk1fl1.tiff
17.901,17.901,146.035,38,38,6.837,1163.711,0.179,304.959,1350.13620531559,7.969,0.056,8.158,0.409,41.707,0.628,2.868,1.789,52.880,9,16,r02c07f07p01-ch2sk1fk1fl1.tiff
20.729,20.729,103.229,36,50,6.025,770.200,0.096,229.099,1769.633677959442,7.461,0.048,4.980,0.490,32.141,0.504,1.820,1.440,34.757,4,14,r03c05f06p01-ch2sk1fk1fl1.tiff
19.855,19.855,176.215,70,48,7.800,1479.208,0.103,345.670,2069.564698576927,8.394,0.050,8.875,0.475,99.445,0.124,2.792,3.167,53.528,9,25,r02c08f01p01-ch2sk1fk1fl1.tiff
16.133,16.133,138.740,67,40,5.943,1186.100,0.139,278.309,1473.6092945337296,8.549,0.062,8.600,0.410,31.251,0.204,2.925,1.200,47.792,3,21,r03c10f05p01-ch2sk1fk1fl1.tiff
15.558,15.558,156.781,42,39,7.347,1212.333,0.205,319.772,1550.3199713230133,7.733,0.064,10.077,0.374,43.923,0.311,2.846,1.974,63.741,9,17,r04c06f08p01-ch2sk1fk1fl1.tiff
15.459,15.459,229.174,100,40,6.801,2138.475,0.119,387.683,2252.584031224251,9.331,0.065,14.825,0.439,39.921,0.473,4.850,2.050,86.738,8,37,r02c09f09p01-ch2sk1fk1fl1.tiff
18.179,18.179,86.590,20,38,5.404,624.632,0.212,200.166,869.0752445459366,7.214,0.055,4.763,0.530,29.178,0.599,1.605,1.842,37.405,5,7,r03c02f02p01-ch2sk1fk1fl1.tiff
18.807,18.807,220.591,66,48,8.095,2008.875,0.119,424.876,2513.3851066827774,9.107,0.053,11.729,0.517,79.787,0.416,3.958,2.542,73.020,7,27,r02c07f04p01-ch2sk1fk1fl1.tiff
15.210,15.210,156.573,56,34,7.464,1228.412,0.154,316.862,1445.6336787939072,7.846,0.066,10.294,0.440,43.847,0.657,2.735,1.353,46.436,4,17,r04c08f05p01-ch2sk1fk1fl1.tiff
21.863,21.863,285.208,77,22,11.144,2539.364,0.108,563.194,3854.418719410896,8.904,0.046,13.045,0.231,157.602,0.432,4.409,1.091,97.480,3,29,r04c07f05p01-ch2sk1fk1fl1.tiff
18.455,18.455,136.484,36,43,6.071,1117.488,0.156,280.076,1727.9839644432068,8.188,0.054,7.395,0.402,41.044,0.557,2.581,1.116,56.688,6,14,r02c08f04p01-ch2sk1fk1fl1.tiff
20.021,20.021,162.670,31,32,9.268,1200.656,0.278,355.034,1216.3960902690887,7.381,0.050,8.125,0.216,39.500,0.499,3.000,0.688,74.503,3,13,r03c05f03p01-ch2sk1fk1fl1.tiff
19.681,19.681,346.107,76,29,10.561,3257.345,0.196,629.931,2620.591171503067,9.411,0.051,17.586,0.338,95.919,0.066,6.345,1.655,113.770,4,27,r02c06f09p01-ch2sk1fk1fl1.tiff
15.821,15.821,110.748,48,18,5.524,1006.000,0.122,244.141,1648.586995601654,9.084,0.063,7.000,0.357,33.995,0.469,1.722,0.778,29.648,4,17,r04c09f08p01-ch2sk1fk1fl1.tiff
18.440,18.440,133.336,46,39,6.439,1145.744,0.099,275.768,2249.8144785165787,8.593,0.054,7.231,0.398,45.307,0.382,2.359,1.718,48.727,5,22,r02c07f01p01-ch2sk1fk1fl1.tiff
14.763,14.763,75.605,29,33,5.852,495.848,0.157,184.031,935.1341166496276,6.558,0.068,5.121,0.436,33.661,0.454,1.818,1.152,29.027,3,9,r03c02f07p01-ch2sk1fk1fl1.tiff
17.305,17.305,198.773,88,37,9.822,1554.216,0.169,418.599,2333.052066087723,7.819,0.058,11.486,0.382,112.506,0.473,3.676,1.243,73.737,4,20,r03c11f08p01-ch2sk1fk1fl1.tiff
19.266,19.266,183.029,39,32,9.275,1347.594,0.273,383.429,1400.780867099762,7.363,0.052,9.500,0.514,63.718,0.364,3.281,0.938,80.811,3,13,r03c04f04p01-ch2sk1fk1fl1.tiff
14.604,14.604,124.741,74,72,5.260,1074.083,0.098,240.092,1661.4398095607758,8.611,0.068,8.542,0.580,31.758,0.310,2.861,3.639,53.732,13,21,r02c09f03p01-ch2sk1fk1fl1.tiff
19.395,19.395,132.342,43,34,7.044,969.353,0.158,279.946,1330.0773319005966,7.325,0.052,6.824,0.430,41.027,0.532,2.382,1.294,55.954,3,12,r03c02f08p01-ch2sk1fk1fl1.tiff
15.175,15.175,234.364,179,36,8.299,2088.556,0.082,442.541,4454.155871987343,8.912,0.066,15.444,0.779,133.781,0.346,5.028,2.056,78.359,7,63,r04c06f02p01-ch2sk1fk1fl1.tiff
13.331,13.331,146.641,47,38,6.134,1257.421,0.204,296.338,1258.212324142456,8.575,0.075,11.000,0.472,26.044,0.612,3.421,1.632,57.981,4,16,r03c11f07p01-ch2sk1fk1fl1.tiff
22.615,22.615,225.665,87,47,7.267,2239.702,0.091,425.698,3600.9384948015213,9.925,0.044,9.979,0.332,59.699,0.571,4.043,1.128,93.153,4,34,r02c06f06p01-ch2sk1fk1fl1.tiff
27.743,27.743,234.556,55,11,9.019,2064.273,0.133,451.771,2662.573929667473,8.801,0.036,8.455,0.275,108.589,0.523,2.455,0.364,52.603,1,16,r04c09f07p01-ch2sk1fk1fl1.tiff
16.057,16.057,127.529,46,52,6.290,1041.538,0.202,277.735,1043.8275496959686,8.167,0.062,7.942,0.562,38.039,0.602,2.500,1.673,55.702,5,12,r03c11f02p01-ch2sk1fk1fl1.tiff
15.680,15.680,208.114,76,33,7.220,1899.879,0.154,389.201,1721.6408190727234,9.129,0.064,13.273,0.435,64.693,0.158,4.455,1.788,63.745,4,25,r04c06f07p01-ch2sk1fk1fl1.tiff
17.869,17.869,220.711,59,54,6.965,2084.389,0.222,410.111,1506.0184553861618,9.444,0.056,12.352,0.369,44.012,0.189,4.315,2.981,74.666,8,21,r02c09f06p01-ch2sk1fk1fl1.tiff
18.511,18.511,134.404,28,23,8.018,888.957,0.293,292.534,1017.1585023403168,6.614,0.054,7.261,0.591,51.469,0.892,2.652,1.478,62.093,4,10,r03c04f01p01-ch2sk1fk1fl1.tiff
17.558,17.558,181.067,65,16,5.917,1794.500,0.108,328.609,2064.43475484848,9.911,0.057,10.312,0.939,54.632,0.310,3.500,1.375,58.492,3,21,r04c09f02p01-ch2sk1fk1fl1.tiff
18.146,18.146,156.829,84,56,6.277,1261.893,0.087,296.373,2544.248024582863,8.046,0.055,8.643,0.395,31.905,0.461,3.054,0.821,53.291,5,30,r02c06f03p01-ch2sk1fk1fl1.tiff
19.732,19.732,177.584,59,31,9.761,1285.516,0.094,375.888,2849.520103335381,7.239,0.051,9.000,0.467,89.882,0.717,2.839,0.903,73.540,2,21,r03c05f09p01-ch2sk1fk1fl1.tiff
18.579,18.579,101.741,15,21,6.434,712.000,0.174,230.352,1081.2173770666122,6.998,0.054,5.476,0.289,36.391,0.487,1.333,1.095,46.007,3,5,r03c03f05p01-ch2sk1fk1fl1.tiff
17.236,17.236,96.711,26,36,5.878,764.083,0.180,223.424,777.293497800827,7.901,0.058,5.611,0.822,23.486,0.458,1.806,1.778,32.107,5,9,r02c11f06p01-ch2sk1fk1fl1.tiff
19.867,19.867,173.215,34,32,8.314,1302.844,0.185,357.319,1668.6530131101608,7.522,0.050,8.719,0.724,63.363,0.414,3.094,1.188,69.966,4,12,r04c05f09p01-ch2sk1fk1fl1.tiff
18.981,18.981,151.851,52,26,6.756,1220.615,0.120,304.114,1952.9860508441925,8.038,0.053,8.000,0.627,54.461,0.474,2.731,1.231,54.788,4,20,r02c02f09p01-ch2sk1fk1fl1.tiff
18.349,18.349,121.741,45,63,4.901,1083.302,0.082,245.227,1939.765709042549,8.898,0.055,6.635,0.809,34.594,0.257,2.444,2.937,45.138,8,20,r03c09f02p01-ch2sk1fk1fl1.tiff
17.783,17.783,147.447,50,24,8.587,1090.583,0.112,319.395,1858.4936312437055,7.396,0.056,8.292,0.309,57.977,0.479,3.042,0.792,57.793,3,19,r02c04f05p01-ch2sk1fk1fl1.tiff
21.752,21.752,131.383,30,25,6.983,987.320,0.184,281.122,1308.621486067772,7.515,0.046,6.040,0.197,35.391,0.544,2.200,0.880,55.771,2,13,r04c03f05p01-ch2sk1fk1fl1.tiff
16.401,16.401,162.365,54,30,7.123,1419.200,0.148,336.289,1736.795146226883,8.741,0.061,9.900,0.583,46.648,0.253,3.367,1.800,57.886,4,24,r04c11f02p01-ch2sk1fk1fl1.tiff
18.579,18.579,221.850,84,34,8.031,1972.353,0.127,417.072,2613.235833644867,8.890,0.054,11.941,0.573,77.597,0.481,4.294,1.235,76.603,4,28,r03c06f07p01-ch2sk1fk1fl1.tiff
20.385,20.385,116.269,17,27,7.226,778.852,0.217,258.491,1061.2245188951492,6.699,0.049,5.704,0.272,32.188,0.588,1.667,0.963,40.426,3,6,r02c03f01p01-ch2sk1fk1fl1.tiff
18.950,18.950,107.668,33,44,5.948,801.159,0.116,231.485,1550.8468836545944,7.441,0.053,5.682,0.470,44.450,0.401,2.045,1.750,37.978,6,16,r04c04f01p01-ch2sk1fk1fl1.tiff
16.792,16.792,248.425,77,34,9.391,2138.294,0.174,483.676,2370.1403799057007,8.607,0.060,14.794,0.537,105.604,0.215,4.941,1.529,100.207,3,25,r03c09f07p01-ch2sk1fk1fl1.tiff
15.776,15.776,158.334,108,55,6.835,1304.600,0.068,312.182,3423.74967110157,8.240,0.063,10.036,0.470,63.571,0.461,3.273,1.909,56.366,6,41,r02c11f03p01-ch2sk1fk1fl1.tiff
19.222,19.222,171.073,56,30,8.635,1293.167,0.115,359.780,2528.365778326988,7.559,0.052,8.900,0.585,113.468,0.366,3.000,1.667,72.500,5,21,r04c04f04p01-ch2sk1fk1fl1.tiff
21.294,21.294,199.130,37,37,10.516,1386.757,0.223,412.879,1230.195081591606,6.964,0.047,9.351,0.367,52.182,0.602,3.541,1.324,78.936,3,10,r02c03f04p01-ch2sk1fk1fl1.tiff
19.634,19.634,168.169,36,23,7.386,1508.522,0.212,350.045,1261.768673300743,8.970,0.051,8.565,0.206,29.230,0.560,2.870,0.870,73.413,2,14,r03c06f02p01-ch2sk1fk1fl1.tiff
15.661,15.661,230.447,84,35,9.324,1907.743,0.124,446.828,2663.083591818809,8.278,0.064,14.714,0.245,84.307,0.330,5.229,1.629,77.679,4,36,r04c11f07p01-ch2sk1fk1fl1.tiff
18.380,18.380,99.556,25,36,6.572,668.917,0.255,229.225,753.1513627767563,6.719,0.054,5.417,0.798,28.942,0.656,1.639,1.222,40.751,3,6,r02c05f08p01-ch2sk1fk1fl1.tiff
21.251,21.251,105.074,22,36,5.943,782.278,0.167,228.943,1044.170695185661,7.445,0.047,4.944,0.575,28.627,0.344,1.667,2.000,46.982,6,9,r04c02f08p01-ch2sk1fk1fl1.tiff
15.825,15.825,120.472,59,62,5.846,950.097,0.141,249.317,1464.1605905294418,7.886,0.063,7.613,0.539,50.799,0.277,2.387,2.839,40.019,6,19,r02c10f04p01-ch2sk1fk1fl1.tiff
16.013,16.013,128.705,33,53,6.830,990.717,0.115,271.608,1280.4549664258957,7.698,0.062,8.038,0.494,38.631,0.482,2.113,1.962,45.561,5,11,r04c11f08p01-ch2sk1fk1fl1.tiff
21.281,21.281,108.836,37,35,7.234,775.200,0.116,246.616,1880.7707607746124,7.123,0.047,5.114,0.354,68.851,0.553,1.914,1.971,41.312,5,16,r02c05f07p01-ch2sk1fk1fl1.tiff
13.366,13.366,95.652,31,32,6.452,602.688,0.216,212.684,862.8498466014862,6.301,0.075,7.156,0.566,32.552,0.652,2.031,1.250,36.000,3,11,r04c02f07p01-ch2sk1fk1fl1.tiff
18.380,18.380,310.252,137,25,9.537,2882.840,0.081,563.567,5549.186519384384,9.292,0.054,16.880,0.396,193.585,0.247,5.680,1.840,110.970,7,54,r03c07f05p01-ch2sk1fk1fl1.tiff
16.100,16.100,107.967,22,34,6.748,782.265,0.132,243.807,1028.4234409332275,7.245,0.062,6.706,0.485,39.002,0.586,1.971,2.441,37.697,8,8,r02c02f03p01-ch2sk1fk1fl1.tiff
16.330,16.330,143.037,53,54,5.405,1299.685,0.112,276.966,1576.8296369314194,9.086,0.061,8.759,0.549,26.980,0.549,2.611,3.019,48.342,10,21,r03c09f08p01-ch2sk1fk1fl1.tiff
20.695,20.695,147.452,35,40,7.547,1115.750,0.125,310.991,1957.464194893837,7.567,0.048,7.125,0.374,71.382,0.439,2.675,3.100,53.839,12,13,r04c05f03p01-ch2sk1fk1fl1.tiff
18.793,18.793,74.208,20,39,5.369,474.410,0.213,173.314,694.9087210893631,6.393,0.053,3.949,0.746,24.507,0.464,1.231,1.231,24.533,3,6,r04c02f02p01-ch2sk1fk1fl1.tiff
20.072,20.072,119.687,19,27,7.515,792.296,0.213,264.943,1020.5899616479874,6.620,0.050,5.963,0.361,41.505,0.589,2.000,0.667,55.931,2,9,r02c05f02p01-ch2sk1fk1fl1.tiff
17.310,17.310,151.032,71,40,6.636,1188.200,0.118,293.189,1705.0550330877304,7.867,0.058,8.725,0.510,34.553,0.366,3.200,1.550,54.825,5,27,r03c06f08p01-ch2sk1fk1fl1.tiff
16.312,16.312,138.082,48,43,5.198,1200.116,0.162,261.644,1018.16355574131,8.691,0.061,8.465,0.264,14.931,0.432,2.930,1.512,52.972,6,14,r03c08f05p01-ch2sk1fk1fl1.tiff
17.347,17.347,162.744,119,55,6.464,1463.382,0.054,314.863,3937.7223241329193,8.992,0.058,9.382,0.462,52.312,0.620,3.418,2.164,55.938,5,49,r02c10f01p01-ch2sk1fk1fl1.tiff
14.437,14.437,150.035,72,51,6.659,1220.412,0.149,308.572,2049.5718384981155,8.134,0.069,10.392,0.658,64.141,0.448,3.294,3.039,57.722,7,25,r02c11f09p01-ch2sk1fk1fl1.tiff
21.768,21.768,100.133,27,25,5.800,786.800,0.127,229.852,1574.888512969017,7.858,0.046,4.600,0.342,39.302,0.616,1.720,0.960,51.175,3,11,r04c05f06p01-ch2sk1fk1fl1.tiff
20.254,20.254,145.151,26,24,8.412,1003.750,0.269,317.141,1168.2884452342987,6.915,0.049,7.167,0.213,55.017,0.508,2.333,0.583,62.472,2,8,r02c02f06p01-ch2sk1fk1fl1.tiff
16.155,16.155,161.547,47,49,7.124,1371.204,0.141,324.503,1439.0895221233368,8.488,0.062,10.000,0.293,36.653,0.321,2.857,2.122,60.960,6,15,r04c10f05p01-ch2sk1fk1fl1.tiff
23.014,23.014,169.101,35,23,8.275,1269.565,0.205,350.707,1326.822496533394,7.508,0.043,7.348,0.364,92.031,0.206,2.348,1.913,57.185,4,12,r04c09f06p01-ch2sk1fk1fl1.tiff
13.635,13.635,143.370,48,33,6.749,1167.061,0.183,296.251,1432.0184543132782,8.140,0.073,10.515,0.438,30.672,0.568,2.970,1.697,48.444,6,14,r02c06f07p01-ch2sk1fk1fl1.tiff
13.559,13.559,86.253,50,36,5.279,585.250,0.132,188.516,1246.5727163553238,6.785,0.074,6.361,0.460,33.197,0.439,1.722,1.139,33.576,3,10,r03c03f01p01-ch2sk1fk1fl1.tiff
18.676,18.676,193.611,56,30,8.818,1582.033,0.141,392.343,1684.6458723545074,8.171,0.054,10.367,0.196,48.080,0.518,3.200,0.667,70.002,2,23,r04c06f03p01-ch2sk1fk1fl1.tiff
16.031,16.031,163.393,60,26,7.590,1386.808,0.152,340.702,1479.089522600174,8.488,0.062,10.192,0.230,26.670,0.582,3.731,0.692,61.189,4,25,r03c11f06p01-ch2sk1fk1fl1.tiff
20.648,20.648,433.606,233,27,12.123,4310.481,0.068,757.111,8351.978700041771,9.941,0.048,21.000,0.397,321.364,0.510,7.704,2.519,153.994,6,88,r02c09f02p01-ch2sk1fk1fl1.tiff
18.837,18.837,81.236,27,32,5.469,555.344,0.144,187.356,987.6193985939026,6.836,0.053,4.312,0.346,20.418,0.590,1.625,1.562,30.775,4,11,r03c02f09p01-ch2sk1fk1fl1.tiff
19.224,19.224,173.013,35,32,9.344,1216.250,0.239,365.798,1106.957492351532,7.030,0.052,9.000,0.436,55.328,0.443,3.281,1.156,60.433,4,12,r03c04f05p01-ch2sk1fk1fl1.tiff
20.703,20.703,113.569,41,35,6.170,862.000,0.180,247.874,964.6732219457626,7.590,0.048,5.486,0.420,35.998,0.427,1.886,0.914,50.400,4,11,r03c03f04p01-ch2sk1fk1fl1.tiff
18.546,18.546,107.796,42,48,5.885,801.417,0.205,230.783,1014.9158619642258,7.435,0.054,5.812,0.839,45.006,0.358,1.688,1.042,36.780,4,10,r02c06f02p01-ch2sk1fk1fl1.tiff
25.761,25.761,130.839,33,38,7.136,947.342,0.161,280.834,1590.0600860118866,7.241,0.039,5.079,0.538,74.209,0.368,2.079,2.789,56.874,9,14,r03c05f08p01-ch2sk1fk1fl1.tiff
17.406,17.406,255.036,64,23,9.682,2039.957,0.259,483.222,1315.366653561592,7.999,0.057,14.652,0.479,51.574,0.170,4.391,1.130,105.482,3,16,r04c09f03p01-ch2sk1fk1fl1.tiff
17.884,17.884,216.453,86,29,8.811,1842.793,0.132,431.899,2771.6937633752823,8.514,0.056,12.103,0.431,94.480,0.238,3.862,1.172,70.548,4,27,r02c09f07p01-ch2sk1fk1fl1.tiff
13.777,13.777,122.160,92,60,6.164,990.183,0.072,255.145,2147.95661342144,8.106,0.073,8.867,0.545,43.048,0.377,2.450,2.017,42.414,5,32,r03c11f03p01-ch2sk1fk1fl1.tiff
18.423,18.423,202.130,93,35,8.322,1805.829,0.103,403.793,3352.813601255417,8.934,0.054,10.971,0.679,97.707,0.463,3.600,1.457,72.076,5,35,r04c06f06p01-ch2sk1fk1fl1.tiff
16.526,16.526,149.765,72,64,6.459,1271.797,0.096,306.920,2643.2185884714127,8.492,0.061,9.062,0.733,63.588,0.296,2.797,4.516,55.486,13,29,r04c08f04p01-ch2sk1fk1fl1.tiff
15.801,15.801,223.279,196,46,8.596,1924.587,0.065,419.623,4740.572173714638,8.620,0.063,14.130,0.564,120.208,0.269,4.630,2.609,80.217,9,74,r02c07f05p01-ch2sk1fk1fl1.tiff
15.013,15.013,181.040,86,51,6.647,1590.314,0.152,349.530,2186.1332397460938,8.784,0.067,12.059,0.531,56.633,0.334,3.824,1.490,55.049,4,30,r02c09f08p01-ch2sk1fk1fl1.tiff
21.509,21.509,133.482,30,34,7.682,967.471,0.130,289.999,1610.721990942955,7.248,0.046,6.206,0.573,51.973,0.422,2.324,1.294,52.894,4,10,r03c02f03p01-ch2sk1fk1fl1.tiff
14.718,14.718,140.235,63,53,5.987,1155.472,0.155,282.087,1412.8468812704086,8.240,0.068,9.528,0.631,47.104,0.262,3.151,1.906,57.549,6,22,r04c06f09p01-ch2sk1fk1fl1.tiff
16.344,16.344,121.498,37,53,6.083,1033.019,0.158,264.441,1156.0945743322372,8.502,0.061,7.434,0.516,27.374,0.415,2.283,1.528,42.551,6,12,r03c10f04p01-ch2sk1fk1fl1.tiff
17.462,17.462,226.466,54,32,9.399,1939.062,0.171,459.441,2337.6134711503983,8.562,0.057,12.969,0.268,59.154,0.585,4.656,1.125,96.901,3,21,r04c07f01p01-ch2sk1fk1fl1.tiff
21.388,21.388,137.989,32,31,8.404,981.806,0.121,307.328,1816.635766029358,7.115,0.047,6.452,0.319,54.722,0.519,2.065,1.000,54.682,4,16,r03c05f07p01-ch2sk1fk1fl1.tiff
14.885,14.885,113.871,50,60,5.604,903.817,0.176,235.599,1161.7859194278717,7.937,0.067,7.650,0.439,29.246,0.612,2.733,2.000,49.114,7,16,r03c11f09p01-ch2sk1fk1fl1.tiff
18.685,18.685,138.578,22,24,8.349,974.000,0.402,309.091,672.7838317155838,7.029,0.054,7.417,0.333,25.414,0.731,2.375,0.500,62.006,2,5,r03c02f06p01-ch2sk1fk1fl1.tiff
17.442,17.442,159.936,49,53,7.008,1296.698,0.103,316.760,2709.596224308014,8.108,0.057,9.170,0.542,66.176,0.399,2.868,2.472,67.160,9,16,r04c08f01p01-ch2sk1fk1fl1.tiff
17.693,17.693,168.472,46,46,7.917,1424.043,0.104,347.325,2052.216500282288,8.453,0.057,9.522,0.474,57.152,0.192,3.326,3.000,59.126,8,18,r04c09f09p01-ch2sk1fk1fl1.tiff
21.095,21.095,98.444,28,45,5.782,718.644,0.155,219.660,1203.1828861236572,7.300,0.047,4.667,0.435,37.165,0.466,1.600,1.533,41.196,4,13,r03c05f02p01-ch2sk1fk1fl1.tiff
14.790,14.790,129.334,43,47,6.588,956.809,0.143,268.346,1301.124013185501,7.398,0.068,8.745,0.656,41.990,0.399,2.426,1.766,44.587,5,13,r02c06f08p01-ch2sk1fk1fl1.tiff
16.626,16.626,185.492,88,51,6.902,1619.412,0.086,349.816,3286.193324446678,8.730,0.060,11.157,0.358,59.484,0.495,3.980,2.784,68.925,8,37,r02c08f05p01-ch2sk1fk1fl1.tiff
18.361,18.361,354.728,148,25,9.407,3666.360,0.116,610.838,3895.7151812314983,10.336,0.054,19.320,0.376,77.801,0.228,6.600,1.040,107.742,3,47,r04c07f04p01-ch2sk1fk1fl1.tiff
16.341,16.341,153.832,38,29,6.969,1252.034,0.278,322.983,889.2346234321594,8.139,0.061,9.414,0.470,30.082,0.549,2.759,0.690,50.424,2,13,r03c10f01p01-ch2sk1fk1fl1.tiff
23.799,23.799,162.757,52,31,7.448,1402.581,0.100,333.943,2030.0743646621704,8.618,0.042,6.839,0.452,83.755,0.268,2.613,2.065,60.465,6,23,r04c05f02p01-ch2sk1fk1fl1.tiff
17.176,17.176,106.045,24,23,6.598,732.217,0.163,230.708,1004.773726940155,6.905,0.058,6.174,0.388,26.737,0.543,1.870,0.783,38.767,2,8,r02c02f02p01-ch2sk1fk1fl1.tiff
15.357,15.357,197.938,74,45,7.529,1642.356,0.118,375.042,2116.174870610237,8.297,0.065,12.889,0.424,51.133,0.319,4.400,2.111,77.589,6,31,r03c09f09p01-ch2sk1fk1fl1.tiff
18.757,18.757,269.633,119,32,8.875,2414.219,0.084,490.198,4588.991437673569,8.954,0.053,14.375,0.454,159.157,0.045,5.188,2.000,93.467,4,52,r03c07f04p01-ch2sk1fk1fl1.tiff
14.124,14.124,136.626,40,49,6.790,1076.143,0.142,281.017,1438.7291320562365,7.877,0.071,9.673,0.863,41.347,0.459,2.653,1.469,55.616,6,16,r04c10f01p01-ch2sk1fk1fl1.tiff
20.177,20.177,113.942,22,34,7.683,740.529,0.167,257.092,998.3056898117064,6.499,0.050,5.647,0.405,32.154,0.566,1.706,1.176,38.078,4,8,r04c02f06p01-ch2sk1fk1fl1.tiff
18.078,18.078,141.096,93,41,6.118,1179.585,0.063,266.482,2683.0247206687927,8.360,0.055,7.805,0.682,48.003,0.389,2.463,1.366,48.581,3,29,r04c11f09p01-ch2sk1fk1fl1.tiff
19.722,19.722,127.011,34,25,7.805,883.800,0.115,280.438,1730.7535173892977,6.958,0.051,6.440,0.311,58.651,0.579,1.840,0.640,52.876,2,10,r02c05f06p01-ch2sk1fk1fl1.tiff
18.997,18.997,205.803,54,36,7.654,1746.667,0.233,394.136,1548.2682342529297,8.487,0.053,10.833,0.514,48.079,0.465,3.278,1.333,84.554,4,14,r03c08f01p01-ch2sk1fk1fl1.tiff
13.668,13.668,124.887,49,51,5.814,1039.333,0.137,258.493,1287.9696836471558,8.322,0.073,9.137,0.606,24.230,0.455,2.824,2.157,50.998,5,19,r02c10f05p01-ch2sk1fk1fl1.tiff
12.988,12.988,120.135,55,52,5.896,922.712,0.191,252.090,1163.4255269765854,7.681,0.077,9.250,0.575,35.460,0.562,2.596,2.077,43.651,6,18,r04c10f04p01-ch2sk1fk1fl1.tiff
18.516,18.516,220.513,57,22,9.625,1777.455,0.150,451.953,2592.3729159832,8.061,0.054,11.909,0.409,110.562,0.488,3.818,1.636,76.951,4,19,r03c07f01p01-ch2sk1fk1fl1.tiff
